hotel_name,hotel_desc,address,review_score,review_title,reviews
Watu Lumbung Culture Resort,"Situated in Yogyakarta, within 25 km of Malioboro Mall and 27 km of Museum Sonobudoyo, Watu Lumbung Culture Resort features accommodation with a restaurant and free WiFi as well as free private...","Yogyakarta


Show on map",6.3,Review score,17 reviews
Selaras Inn Syariah,"Ideally located in the Gedongtengen district of Yogyakarta, Selaras Inn Syariah is set 1.2 km from Malioboro Mall, 2 km from Fort Vredeburg and 2.1 km from Yogyakarta Presidential Palace.","Gedongtengen, Yogyakarta


Show on map",6.0,Review score,6 reviews
OYO 2118 Fh Stay,"OYO 2118 Fh Stay is located in Yogyakarta, 12 km from Tugu Monument and 13 km from Museum Sonobudoyo.","Yogyakarta


Show on map",8.7,Fabulous,5 reviews
OYO 1962 Anugerah Wisata Hotel,"Featuring a restaurant, garden and views of garden, OYO 1962 Anugerah Wisata Hotel is located in Yogyakarta, 25 km from Tugu Monument.","Yogyakarta


Show on map",6.4,Review score,9 reviews
rumah566,"Located in Yogyakarta, 1.6 km from Sultan's Palace, rumah566 provides accommodation with free bikes, free private parking, a garden and a terrace.","Mergangsan, Yogyakarta


Show on map",9.2,Superb,5 reviews
RHouse Homestay,"Set just 5 km from Tugu Monument, RHouse Homestay offers accommodation in Yogyakarta with access to a shared lounge, a terrace, as well as a shared kitchen.","Tegalrejo, Yogyakarta


Show on map",8.1,Very good,4 reviews
RedDoorz near Ambarukmo Yogyakarta 2,"Set in Yogyakarta, 4 km from Tugu Monument, RedDoorz near Ambarukmo Yogyakarta 2 offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",3.7,Review score,6 reviews
OYO 441 Namira Hotel Syariah,"In a prime location in the Mlati district of Yogyakarta, OYO 441 Namira Hotel Syariah is set 4 km from Tugu Monument, 4.4 km from Malioboro Mall and 5 km from Museum Sonobudoyo.","Sinduadi, Yogyakarta


Show on map",7.6,Good,74 reviews
RedDoorz near Ambarukmo Yogyakarta,"Set within 3.9 km of Tugu Monument and 5 km of Scientific Park, RedDoorz near Ambarukmo Yogyakarta offers rooms with air conditioning and a private bathroom in Yogyakarta.","Yogyakarta


Show on map",8.8,Fabulous,3 reviews
RedDoorz Plus near Taman Sari,"Situated conveniently in the Mantrijeron district of Yogyakarta, RedDoorz Plus near Taman Sari is set 2.9 km from Museum Sonobudoyo, 3.5 km from Scientific Park and 3.6 km from Sultan's Palace.","Mantrijeron, Yogyakarta


Show on map",8.0,Very good,25 reviews
RedDoorz Hostel near Terminal Condongcatur Jogja,"Situated in Yogyakarta, 5 km from Tugu Monument, RedDoorz Hostel near Terminal Condongcatur Jogja offers air-conditioned accommodation and a shared lounge.","Yogyakarta


Show on map",7.6,Good,8 reviews
EDU Hostel,"EDU Hostel offers dormitory accommodation in Yogyakarta, a 3-minute drive from Yogtakarta Post Office. Featuring dedicated male and female rooms, it provides free Wi-Fi in public areas.","Ngampilan, Yogyakarta


Show on map",7.3,Good,60 reviews
"Ndalem Nuriyyat Villa, Spa & Skin Care","Situated in Yogyakarta, 7 km from Tugu Monument, Ndalem Nuriyyat Villa, Spa & Skin Care features accommodation with a restaurant, free private parking, a shared lounge and a terrace.","Yogyakarta


Show on map",8.9,Fabulous,27 reviews
ViaVia Guesthouse,"ViaVia Guesthouse is located in Yogyakarta, a 15-minute drive from the lively Malioboro shopping street and Yogyakarta Palace. It features free internet, a café and rooms with modern décor.","Mergangsan, Yogyakarta


Show on map",8.7,Fabulous,107 reviews
Hotel Grand Rosela,"Located in Prawirotaman Tourist District, Hotel Grand Rosela offers rooms with free Wi-Fi and cable TVs. A spa with massage services is available. The hotel also features an outdoor pool.","Mergangsan, Yogyakarta


Show on map",7.9,Good,40 reviews
Losmanos Hostel,"Losmanos Hostel features an outdoor swimming pool, bar, a shared lounge and garden in Yogyakarta. Featuring a tour desk, this property also provides guests with a sun terrace.","Mantrijeron, Yogyakarta


Show on map",8.7,Fabulous,286 reviews
Arte Hotel Yogyakarta,"Attractively located in the Gedongtengen district of Yogyakarta, Arte Hotel Yogyakarta is situated 600 metres from Malioboro Mall, 1.4 km from Fort Vredeburg and 1.5 km from Yogyakarta Presidential...","Gedongtengen, Yogyakarta


Show on map",7.9,Good,35 reviews
OYO 3144 Ndalem Amandari,"OYO 3144 Ndalem Amandari features air-conditioned rooms with cable flat-screen TV in the Catur Tunggal district of Yogyakarta. This 2-star hotel offers a 24-hour front desk, room service and free...","Catur Tunggal, Yogyakarta


Show on map",7.6,Good,8 reviews
RedDoorz near UGM 3,"Set in Yogyakarta, 4.1 km from Tugu Monument, RedDoorz near UGM 3 offers accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",7.2,Good,29 reviews
Villa Alicia,"Located in Yogyakarta, 8 km from Tugu Monument, Villa Alicia provides accommodation with a restaurant, free private parking, a shared lounge and a garden.","Yogyakarta


Show on map",8.5,Very good,32 reviews
Pondok Sare,"Located in Yogyakarta, 2.6 km from Scientific Park, Pondok Sare provides accommodation with a shared lounge, free private parking, a garden and a terrace.","Mantrijeron, Yogyakarta


Show on map",9.3,Superb,273 reviews
Omah Kertonegoro,"Situated in Yogyakarta in the Yogyakarta Province Region, 1.9 km from Museum Sonobudoyo, Omah Kertonegoro features an outdoor pool and views of the garden. Free private parking is available on site.","Mantrijeron, Yogyakarta


Show on map",8.8,Fabulous,124 reviews
Apartement Malioboro City Superblock,"Featuring a restaurant, a bar, a shared lounge and a garden, Apartement Malioboro City Superblock is set in the Catur Tunggal district of Yogyakarta, only 5 km from Tugu Monument.","Catur Tunggal, Yogyakarta


Show on map",7.9,Good,19 reviews
Puri Langenarjan Guest House,"Situated in Yogyakarta, within 1.9 km of Museum Sonobudoyo and 2 km of Scientific Park, Puri Langenarjan Guest House features accommodation with a shared lounge and free WiFi as well as free private...","Kraton, Yogyakarta


Show on map",7.9,Good,27 reviews
Manggo Home,"Located just a short drive to Gajah Mada University in Yogyakarta,  Manggo Home offers free Wi-Fi access and 24-hour front desk.","Catur Tunggal, Yogyakarta


Show on map",5.9,Review score,9 reviews
Omah awang Homestay,"Set in Yogyakarta, 8 km from Scientific Park and 8 km from Sultan's Palace, Omah awang Homestay offers accommodation with free WiFi, air conditioning, a garden and a terrace.","Yogyakarta


Show on map",8.1,Very good,8 reviews
Wayang BnB,"Located in Yogyakarta, 2.7 km from Tugu Monument and 4.3 km from Malioboro Mall, Wayang BnB provides accommodation with free WiFi, air conditioning and access to a garden with a terrace.","Tegalrejo, Yogyakarta


Show on map",9.3,Superb,23 reviews
OYO 550 Kebon Krapyak Cottage Syariah,"Boasting a garden and a terrace, OYO 550 Kebon Krapyak Cottage Syariah is situated in Yogyakarta, 10 km from Tugu Monument and 12 km from Malioboro Mall.","Yogyakarta


Show on map",8.1,Very good,16 reviews
Rumah 3 Kamar Full Ac Dekat Hartono Mall dan Kampus UGM,"Situated in Yogyakarta, 5 km from Tugu Monument, Rumah 3 Kamar Full Ac Dekat Hartono Mall dan Kampus UGM features accommodation with a shared lounge, free WiFi, a 24-hour front desk, and a shared...","Yogyakarta


Show on map",6.3,Review score,3 reviews
RedDoorz near Rumah Sakit Wirosaban,"Situated in Yogyakarta, 3.8 km from Scientific Park, RedDoorz near Rumah Sakit Wirosaban features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",7.7,Good,8 reviews
Hotel Safara Yogyakarta,"Conveniently situated in the Umbulharjo district of Yogyakarta, Hotel Safara Yogyakarta is located 3.4 km from Sultan's Palace, 3.6 km from Scientific Park and 3.8 km from Museum Sonobudoyo.","Umbulharjo, Yogyakarta


Show on map",7.8,Good,31 reviews
Filistay Homestay,"Situated 8 km from Museum Sonobudoyo, Filistay Homestay features accommodation with free bikes, a garden and a shared kitchen for your convenience.","Yogyakarta


Show on map",9.8,Exceptional,6 reviews
DOM Hotel Jogja,"Boasting a shared lounge, DOM Hotel Jogja is situated in Yogyakarta in the Yogyakarta Province region, 9 km from Tugu Monument and 10 km from Malioboro Mall.","Yogyakarta


Show on map",7.8,Good,5 reviews
Lia Homestay,"Lia Homestay features garden views, free WiFi and free private parking, located in Yogyakarta, 2.7 km from Scientific Park. There is a fully equipped private bathroom with bidet and free toiletries.","Mantrijeron, Yogyakarta


Show on map",8.3,Very good,12 reviews
OYO 2224 Lousiana House Near RS Condong Catur,"Featuring 2-star accommodation, OYO 2224 Lousiana House Near RS Condong Catur is located in Yogyakarta, 8 km from Tugu Monument and 9 km from Malioboro Mall.","Yogyakarta


Show on map",9.2,Superb,4 reviews
RedDoorz near UGM 3,"Set in Yogyakarta, 4.1 km from Tugu Monument, RedDoorz near UGM 3 offers accommodation with free WiFi and free private parking.","Catur Tunggal, Yogyakarta


Show on map",7.2,Good,29 reviews
OYO 3468 Ndalem Gusti Ayu,"OYO 3468 Ndalem Gusti Ayu is located in Yogyakarta, 4.1 km from Tugu Monument and 6 km from Malioboro Mall.","Yogyakarta


Show on map",9.3,Superb,3 reviews
Hotel Sala,"Situated in Yogyakarta, within 1.7 km of Tugu Monument and 3.9 km of Malioboro Mall, Hotel Sala features accommodation with a garden and free WiFi throughout the property as well as free private...","Gondokusuman, Yogyakarta


Show on map",7.9,Good,30 reviews
Blue Garden Yogyakarta,"Located in Yogyakarta, 11 km from Museum Sonobudoyo, Blue Garden Yogyakarta provides accommodation with a restaurant, free private parking, an outdoor swimming pool and a shared lounge.","Yogyakarta


Show on map",8.3,Very good,99 reviews
RedDoorz Syariah @ Wisma Arya 2,"Featuring 2-star accommodation, RedDoorz Syariah @ Wisma Arya 2 is set in Yogyakarta, 4 km from Tugu Monument and 6 km from Scientific Park.","Yogyakarta


Show on map",8.1,Very good,29 reviews
Antasena,"Situated in Yogyakarta, 5 km from Tugu Monument, Antasena features accommodation with a shared lounge, free private parking, a garden and a terrace.","Yogyakarta


Show on map",9.0,Superb,52 reviews
JJ House Gejayan,"Attractively situated in the Catur Tunggal district of Yogyakarta, JJ House Gejayan is situated 3.2 km from Tugu Monument, 5 km from Malioboro Mall and 6 km from Fort Vredeburg.","Catur Tunggal, Yogyakarta


Show on map",6.9,Review score,13 reviews
Griya Lowanu Yogyakarta,"Located in Yogyakarta, 3 km from Scientific Park, Griya Lowanu Yogyakarta provides accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",7.3,Good,4 reviews
"""NOMORE"" Gallery and Guesthouse","Boasting barbecue facilities, ""NOMORE"" Gallery and Guesthouse is situated in Yogyakarta in the Yogyakarta Province region, less than 1 km from Museum Sonobudoyo and an 11-minute walk from Scientific...","Kraton, Yogyakarta


Show on map",9.5,Exceptional,106 reviews
OYO 1241 Eirini Family Residence,"Located in Yogyakarta, 6 km from Tugu Monument, OYO 1241 Eirini Family Residence provides air-conditioned rooms with free WiFi and express check-in and check-out.","Sinduadi, Yogyakarta


Show on map",7.0,Good,4 reviews
ARUNA Java guesthouse,"Featuring free WiFi throughout the property, ARUNA Java guesthouse is located in Yogyakarta, 10-minutes' drive from Museum Sonobudoyo. A flat-screen TV is provided.","Yogyakarta


Show on map",8.5,Very good,13 reviews
Omah Pugeran Jogja,"Situated in Yogyakarta, 3.1 km from Scientific Park, Omah Pugeran Jogja features accommodation with a bar, free private parking, a shared lounge and a garden.","Mantrijeron, Yogyakarta


Show on map",8.8,Fabulous,10 reviews
The Journey Hotel,"Set in Yogyakarta, 2.8 km from Scientific Park, The Journey Hotel offers accommodation with free WiFi and free private parking.","Umbulharjo, Yogyakarta


Show on map",8.1,Very good,11 reviews
The Sleepingroom Hostel,"Located in Yogyakarta, less than 1 km from Tugu Monument, The Sleepingroom Hostel provides accommodation with a shared lounge, free private parking, a garden and a terrace.","Gondokusuman, Yogyakarta


Show on map",8.6,Fabulous,196 reviews
The Sleepingroom Hostel,"Located in Yogyakarta, less than 1 km from Tugu Monument, The Sleepingroom Hostel provides accommodation with a shared lounge, free private parking, a garden and a terrace.","Gondokusuman, Yogyakarta


Show on map",8.6,Fabulous,196 reviews
Hinggil Homestay Syariah,"Situated in Yogyakarta, 2 km from Malioboro Mall and 2.8 km from Museum Sonobudoyo, Hinggil Homestay Syariah features accommodation with free WiFi, air conditioning and access to a garden.","Jetis, Yogyakarta


Show on map",7.6,Good,28 reviews
OYO 1162 ZE room,"Located in Yogyakarta, OYO 1162 ZE room is 8 km from Tugu Monument. The property is set 10 km from Malioboro Mall and 11 km from Fort Vredeburg. Private parking can be arranged at an extra charge.","Yogyakarta


Show on map",8.1,Very good,22 reviews
RedDoorz near Malioboro Tugu Station Jogja 2,"Situated in Yogyakarta, 2.2 km from Museum Sonobudoyo, RedDoorz near Malioboro Tugu Station Jogja 2 features accommodation with free WiFi and free private parking.","Jetis, Yogyakarta


Show on map",8.4,Very good,6 reviews
Griya Mulya,"Located in Yogyakarta, within 4 km of Tugu Monument and 6 km of Malioboro Mall, Griya Mulya provides accommodation with a shared lounge and free WiFi throughout the property as well as free private...","Catur Tunggal, Yogyakarta


Show on map",8.5,Very good,36 reviews
The Sawah Home Hotel,"Located in a secluded rice field area near the pottery village of Kasongan, The Sawah is set in Yogyakarta, within 6 km of Museum Sonobudoyo and 6 km of Yogyakarta Presidential Palace.","Yogyakarta


Show on map",9.6,Exceptional,5 reviews
RedDoorz Plus near Taman Sari 2,"Set in Yogyakarta, 2.8 km from Scientific Park, RedDoorz Plus near Taman Sari 2 offers accommodation with a restaurant, free private parking, a garden and a terrace.","Mantrijeron, Yogyakarta


Show on map",6.6,Review score,13 reviews
RedDoorz Plus near Lempuyangan Station 4,"Featuring a bar and a terrace, RedDoorz Plus near Lempuyangan Station 4 is located in Yogyakarta, 2.1 km from Tugu Monument and 2.5 km from Scientific Park.","Umbulharjo, Yogyakarta


Show on map",6.4,Review score,9 reviews
Shakilla Homestay&Kost Muslimah,"Situated in Yogyakarta, 4 km from Tugu Monument and 6 km from Malioboro Mall, Shakilla Homestay&Kost Muslimah features accommodation with free WiFi, air conditioning, a shared lounge and a garden.","Sinduadi, Yogyakarta


Show on map",8.4,Very good,11 reviews
Cemara Homestay,"A 3-minute drive from Jogja Expo Center, Cemara Homestay offers homely accommodation with private parking space. Cemara Homestay features a simple kitchen, dining area and a private balcony.","Yogyakarta


Show on map",8.8,Fabulous,10 reviews
Silas Garden,"Set in Yogyakarta, within 2 km of Museum Sonobudoyo and 2.7 km of Scientific Park, Silas Garden offers accommodation with a garden and free WiFi throughout the property as well as free private parking...","Mantrijeron, Yogyakarta


Show on map",9.3,Superb,30 reviews
Sabana Homestay,"Featuring free WiFi access throughout, Sabana Homestay is located in Yogyakarta. The delightful homestay is fitted with a flat-screen TV, terrace and wardrobe.","Gondokusuman, Yogyakarta


Show on map",8.8,Fabulous,60 reviews
RedDoorz near Tugu Yogyakarta,"Strategically located in central Yogyakarta, Hotel Pakuning is a 10-minute drive from the Keraton Palace and Jalan Malioboro. Tugu, the historical landmark of Yogyakarta, is a 5-minute walk.","Jetis, Yogyakarta


Show on map",7.0,Good,13 reviews
TONITEL Hotel Malioboro Yogyakarta,"Featuring a bar, shared lounge and views of city, TONITEL Hotel Malioboro Yogyakarta is located in Yogyakarta, 1.3 km from Museum Sonobudoyo.","Gondomanan, Yogyakarta


Show on map",7.4,Good,4 reviews
OYO 634 Elga Sastro Inn Syariah,OYO 634 Elga Sastro Inn Syariah features air-conditioned rooms with cable TV in the Ngampilan district of Yogyakarta.,"Ngampilan, Yogyakarta


Show on map",8.1,Very good,8 reviews
OYO 1226 Al Abror Residence,"Well located in the Umbulharjo district of Yogyakarta, OYO 1226 Al Abror Residence is located 2.9 km from Scientific Park, 3 km from Sultan's Palace and 3.2 km from Tugu Monument.","Umbulharjo, Yogyakarta


Show on map",7.8,Good,12 reviews
OYO 1369 Griya Damai Syariah,"OYO 1369 Griya Damai Syariah is situated in Yogyakarta, 8 km from Tugu Monument and 10 km from Malioboro Mall. This 2-star hotel offers a 24-hour front desk and free WiFi.","Yogyakarta


Show on map",8.4,Very good,8 reviews
RedDoorz Syariah @ Babadan Baru Jakal,"Located in Yogyakarta, 8 km from Tugu Monument, RedDoorz Syariah @ Babadan Baru Jakal provides accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",9.0,Superb,7 reviews
Grapyak Homestay Syariah,"Set 2.6 km from Museum Sonobudoyo, Grapyak Homestay Syariah offers accommodation with a shared lounge, a terrace and a 24-hour front desk for your convenience. Complimentary WiFi is featured.","Yogyakarta


Show on map",7.9,Good,58 reviews
Kinasih Hotel Yogyakarta,"Kinasih Hotel Yogyakarta is situated in Yogyakarta, 2.5 km from Museum Sonobudoyo and 3.1 km from Scientific Park.","Yogyakarta


Show on map",6.2,Review score,4 reviews
Bilik Bamboo Hostel,"Situated in Yogyakarta, 2.1 km from Scientific Park, Bilik Bamboo Hostel features accommodation with a shared lounge, free private parking, a garden and a terrace.","Mergangsan, Yogyakarta


Show on map",9.4,Superb,130 reviews
Hotel Supalana,"Set within 1.3 km of Malioboro Mall and 2.1 km of Yogyakarta Presidential Palace, Hotel Supalana offers rooms with air conditioning and a private bathroom in Yogyakarta.","Gedongtengen, Yogyakarta


Show on map",7.9,Good,21 reviews
RedDoorz near Rumah Sakit Condong Catur,"Set in Yogyakarta, 6 km from Tugu Monument, Reddoorz near Rumah Sakit Condong Catur offers accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.1,Very good,25 reviews
Tsabit Guest house,"Set just 11 km from Tugu Monument, Tsabit Guest house offers accommodation in Yogyakarta with access to a shared lounge, a garden, as well as a 24-hour front desk.","Yogyakarta


Show on map",8.5,Very good,11 reviews
OYO 1303 Golden Inn 2,"Offering air-conditioned rooms in the Jetis district of Yogyakarta, OYO 1303 Golden Inn 2 is 1.2 km from Tugu Monument.","Jetis, Yogyakarta


Show on map",7.8,Good,37 reviews
Bale Ayu Homestay,"Offering a garden and garden view, Bale Ayu Homestay is located in Yogyakarta, 13 km from Tugu Monument and 15 km from Malioboro Mall.","Yogyakarta


Show on map",8.0,Very good,14 reviews
Omah Prapen Homestay,"Boasting garden views, Omah Prapen Homestay features accommodation with a garden and a balcony, around 6 km from Scientific Park. This holiday home offers free private parking and a 24-hour front...","Yogyakarta


Show on map",8.9,Fabulous,9 reviews
Raintree Boutique Villa & Gallery,"Raintree Boutique Villa & Gallery is set in Yogyakarta, 1.8 km from The Sultan Palace. A flat-screen TV is provided for entertainment. Certain units include a seating area to relax in after a busy...","Gondokusuman, Yogyakarta


Show on map",8.6,Fabulous,36 reviews
Setia Backpacker,"Ideally located in the Gedongtengen district of Yogyakarta, Setia Backpacker is set 1.3 km from Malioboro Mall, 2.1 km from Yogyakarta Presidential Palace and 2.1 km from Fort Vredeburg.","Gedongtengen, Yogyakarta


Show on map",8.2,Very good,37 reviews
Kamala House,"Situated in Yogyakarta, 3.2 km from Malioboro Mall, Kamala House offers air-conditioned accommodation and a shared lounge. Boasting family rooms, this property also provides guests with a terrace.","Yogyakarta


Show on map",9.6,Exceptional,44 reviews
RedDoorz near Galeria Mall 2,"Centrally located in Yogyakarta City, Griya Nalendra Guest House Yogyakarta provides traditionally decorated rooms with free Wi-Fi.","Gondokusuman, Yogyakarta


Show on map",7.7,Good,5 reviews
Rumah Sawah,"Offering an outdoor pool and private check-in/check-out, Rumah Sawah is located in Yogyakarta. Free WiFi access is available. Air conditioned rooms are provided with desk, wardrobe and mosquito net.","Yogyakarta


Show on map",9.4,Superb,16 reviews
Serene Home of the Heart,"Set in Yogyakarta, 5 km from Scientific Park and 5 km from Sultan's Palace, Serene Home of the Heart offers accommodation with free WiFi, air conditioning, a shared lounge and a garden.","Kotagede, Yogyakarta


Show on map",8.0,Very good,11 reviews
OYO 1542 Yessy Mansion,"Featuring 2-star accommodation, OYO 1542 Yessy Mansion is set in Yogyakarta, 5 km from Yogyakarta Presidential Palace and 5 km from Fort Vredeburg.","Yogyakarta


Show on map",7.6,Good,16 reviews
RedDoorz Hostel near Adisucipto Airport Yogyakarta,"Set in Yogyakarta, 9 km from Tugu Monument, RedDoorz Hostel near Adisucipto Airport Yogyakarta offers air-conditioned accommodation and a garden.","Yogyakarta


Show on map",8.4,Very good,11 reviews
Catleya Guesthouse,"Catleya Guesthouse is located in Yogyakarta, 12 km from Tugu Monument, 13 km from Fort Vredeburg, and 14 km from Scientific Park.","Yogyakarta


Show on map",6.4,Review score,3 reviews
OYO 895 Mahameru Residence Near RS Condong Catur,"Situated in Yogyakarta, 6 km from Tugu Monument, OYO 895 Mahameru Residence Near RS Condong Catur features accommodation with free WiFi and free private parking.","Yogyakarta


Show on map",8.6,Fabulous,30 reviews
OYO 2454 Wanawiyata Residence,"Set 8 km from Tugu Monument, OYO 2454 Wanawiyata Residence offers rooms with air conditioning in Yogyakarta. All rooms boast a flat-screen TV with cable channels and a private bathroom.","Yogyakarta


Show on map",6.4,Review score,7 reviews
Rumah Kayen Family Homestay,"This charming homestay offers boutique accommodation, free bicycle rental facilities and free wireless hotspots in the entire property.","Yogyakarta


Show on map",8.4,Very good,12 reviews
Griya Tugu Jogja,"Set within 1.1 km of Malioboro Mall and 2 km of Fort Vredeburg, Griya Tugu Jogja offers rooms with air conditioning and a shared bathroom in Yogyakarta.","Gedongtengen, Yogyakarta


Show on map",9.2,Superb,13 reviews
OYO 2432 Malioboro Upy Best Prime,"Located within 3.3 km of Museum Sonobudoyo and 4 km of Scientific Park, OYO 2432 Malioboro Upy Best Prime provides rooms in Yogyakarta.","Yogyakarta


Show on map",7.4,Good,5 reviews
OYO 2061 Rizki Dhira Guest House Syariah,"5 km from Tugu Monument, OYO 2061 Rizki Dhira Guest House Syariah is set in Yogyakarta and provides air-conditioned rooms with free WiFi.","Yogyakarta


Show on map",7.5,Good,9 reviews
Hotel Nagari Malioboro,"Situated in Yogyakarta, within 1.3 km of Museum Sonobudoyo and 1.4 km of Yogyakarta Presidential Palace, Hotel Nagari Malioboro features accommodation with a restaurant and as well as free private...","Ngampilan, Yogyakarta


Show on map",7.8,Good,11 reviews
OYO 392 Hotel Mawar Saron Near RS Bethesda,"Attractively located in the Gondokusuman district of Yogyakarta, OYO 392 Hotel Mawar Saron Near RS Bethesda is situated 1.3 km from Tugu Monument, 3.5 km from Malioboro Mall and 4.1 km from Scientific...","Gondokusuman, Yogyakarta


Show on map",7.6,Good,54 reviews
Hana homestay Yogyakarta,"Situated in Yogyakarta, within 5 km of Tugu Monument and 9 km of Malioboro Mall, Hana homestay Yogyakarta offers accommodation with free WiFi, air conditioning, a shared lounge and a garden.","Yogyakarta


Show on map",8.7,Fabulous,3 reviews
RedDoorz @ Nologaten Ambarukmo,"Situated within 3.3 km of Tugu Monument and 5 km of Malioboro Mall, RedDoorz @ Nologaten Ambarukmo features rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",6.6,Review score,4 reviews
Cotton House Monjali,"Set in Yogyakarta, within 5 km of Tugu Monument and 6 km of Malioboro Mall, Cotton House Monjali offers accommodation with a shared lounge and free WiFi as well as free private parking for guests who...","Yogyakarta


Show on map",8.8,Fabulous,5 reviews
Hotel Popi - Pondok Pisang,"Set in Yogyakarta, 15 km from Tugu Monument, Hotel Popi - Pondok Pisang offers accommodation with a restaurant, free private parking, a garden and a terrace.","Yogyakarta


Show on map",5.6,Review score,4 reviews
Sagan Huis Hotel,"Located in central Yogyakarta, Sagan Huis Hotel is housed in a heritage building a 5-minute drive from Tugu Train Station. It offers free Wi-Fi and free parking. A 24-hour front desk is available.","Gondokusuman, Yogyakarta


Show on map",8.9,Fabulous,10 reviews
RedDoorz Plus near UPN Jogjakarta 2,"Situated within 7 km of Tugu Monument and 9 km of Malioboro Mall, RedDoorz Plus near UPN Jogjakarta 2 features rooms with air conditioning and a private bathroom in Yogyakarta.","Catur Tunggal, Yogyakarta


Show on map",6.1,Review score,7 reviews
The Wayang Homestay,"Situated 3.4 km from Scientific Park, The Wayang Homestay features accommodation with a shared lounge, a garden and a 24-hour front desk for your convenience.","Mantrijeron, Yogyakarta


Show on map",8.7,Fabulous,44 reviews
Reddoorz Syariah near Wijilan Yogyakarta,"Dhaup Guest House is conveniently located in the centre of Yogyakarta, a 10-minute stroll from Sultan Palace and Malioboro Street. It houses a shared kitchen and seating area.","Kraton, Yogyakarta


Show on map",7.6,Good,51 reviews
Puri Minggiran Guest House,"Offering free WiFi access, Puri Minggiran Guest House is located in Yogyakarta. Each room here will provide you with a TV and air conditioning.","Mantrijeron, Yogyakarta


Show on map",8.7,Fabulous,7 reviews
New Chez Laelik Homestay Jogja,"Providing garden views, New Chez Laelik Homestay Jogja in Yogyakarta provides accommodation, free bikes, a shared lounge, a garden and a terrace. Complimentary WiFi is available.","Yogyakarta


Show on map",7.8,Good,11 reviews
RedDoorz @ Rejowinangun Kotagede 2,RedDoorz @ Rejowinangun Kotagede 2 features air-conditioned rooms with flat-screen TV in the Kotagede district of Yogyakarta.,"Kotagede, Yogyakarta


Show on map",6.6,Review score,5 reviews
OYO 586 Hotel Wijaya Near RSUD Prambanan,"A 5-minute drive from Prambanan Temple, Hotel Wijaya houses simple rooms with air conditioning. Guests can access free Wi-Fi in all areas and park for free on site.","Yogyakarta


Show on map",7.3,Good,74 reviews
Wongso hostel,"Situated in Yogyakarta, 3.2 km from Museum Sonobudoyo and 3.3 km from Fort Vredeburg, Wongso hostel offers air conditioning.","Gedongtengen, Yogyakarta


Show on map",8.6,Fabulous,13 reviews
D Ajenk Boutique Guest House,"Located a 20-minute drive from the iconic Yogyakarta Kraton Palace in Yogyakarta, D Ajenk Boutique Guest House offers an outdoor pool and free WiFi access in all areas of the property.","Yogyakarta


Show on map",8.9,Fabulous,7 reviews
Griya Jetis Tugu,"Well set in the Jetis district of Yogyakarta, Griya Jetis Tugu is located 1.6 km from Tugu Monument, 2.9 km from Scientific Park and 3.7 km from Malioboro Mall.","Jetis, Yogyakarta


Show on map",9.2,Superb,8 reviews
OYO 1626 Alena Residence Near RS Ludira Husada Tama,"Conveniently located in the Gedongtengen district of Yogyakarta, OYO 1626 Alena Residence Near RS Ludira Husada Tama is set 1.3 km from Yogyakarta Presidential Palace, 1.4 km from Museum Sonobudoyo...","Gedongtengen, Yogyakarta


Show on map",7.9,Good,26 reviews
OYO 931 Dara Dewi Residence,"3.6 km from Tugu Monument, OYO 931 Dara Dewi Residence is located in Yogyakarta and provides air-conditioned rooms with free WiFi. This 2-star hotel offers room service.","Umbulharjo, Yogyakarta


Show on map",8.3,Very good,27 reviews
RedDoorz near Mall Ambarukmo Yogyakarta,"RedDoorz near Mall Ambarukmo Yogyakarta is set in Yogyakarta, within 8 km of Scientific Park and 8 km of Yogyakarta Presidential Palace.","Yogyakarta


Show on map",6.5,Review score,5 reviews
LYNN Hotel by Horison,"Conveniently situated a 5-minute walk from Keraton Ngayogyakarta Hadiningrat as well as Taman Sari, LYNN Hotel by Horison offers elegant and comfortable accommodation with free WiFi access in the...","Mantrijeron, Yogyakarta


Show on map",7.8,Good,31 reviews
Omah Sastro,"A 10-minute drive from Ambarukmo Plaza shopping mall, Omah Sastro operates a 24-hour front desk and provides free Wi-Fi access throughout its premises.","Yogyakarta


Show on map",7.5,Good,11 reviews
OYO 1242 Penginapan Rb Syariah,"Located just a 10-minute drive from Adisucipto International Airport, Rumah Berkah offers simple and homey accommodation with free WiFi in public area, free parking for guests who drive, and free use...","Yogyakarta


Show on map",8.3,Very good,5 reviews
RedDoorz near Kranggan Tugu Jogja,"Located within 1.7 km of Tugu Monument and 2.4 km of Malioboro Mall, RedDoorz near Kranggan Tugu Jogja provides rooms with air conditioning and a private bathroom in Yogyakarta.","Jetis, Yogyakarta


Show on map",6.3,Review score,6 reviews
